millis,sync4_train_start,bnc_interval_ms,sync4_interval_ms,,,,,
8342328.85,04:47.9,82.57,82,0.569999999,,,,
8342421.25,04:48.0,92.4,93,-0.6,,,,
8342489.04,04:48.1,67.79,67,0.79,,,,
8343678.75,04:49.3,1189.71,1190,-0.29,,,,
8343746.54,04:49.3,67.79,68,-0.21,,,,
8400899.5,05:46.5,57152.96,57153,-0.04,,,,
8400967.29,05:46.6,67.79,68,-0.210000001,,,,
8420578.11,06:06.2,19610.82,19610,0.82,,,,
8421563.48,06:07.2,985.37,986,-0.629999999,,,,
8421631.53,06:07.2,68.05,68,0.049999999,,,,
8422320.28,06:07.9,688.75,689,-0.25,,,,
8422383.3,06:08.0,63.02,63,0.020000001,,,,
8422451.35,06:08.1,68.05,68,0.049999999,,,,
8426027.2,06:11.6,3575.85,3576,-0.15,,,,
8426094.07,06:11.7,66.87,66,0.870000001,,,,
8426562.63,06:12.2,468.56,469,-0.439999999,,,,
8426629.5,06:12.2,66.87,67,-0.130000001,,,,
8849546.42,13:15.1,422916.92,422917,-0.08,,,,
8849614.2,13:15.2,67.78,68,-0.220000001,,,,
8852212.11,13:17.8,2597.91,2598,-0.09,,,,
8856905.71,13:22.5,4693.6,4694,-0.399999999,,,,
8859803.54,13:25.4,2897.83,2897,0.829999998,,,,
8861962.45,13:27.6,2158.91,2159,-0.09,,,,
8862465.52,13:28.1,503.07,503,0.07,,,,
8862533.58,13:28.1,68.06,68,0.060000001,,,,
8862717.41,13:28.3,183.83,184,-0.17,,,,
8863639.94,13:29.2,922.53,923,-0.470000001,,,,
8863702.95,13:29.3,63.01,63,0.01,,,,
8863771.01,13:29.4,68.06,68,0.060000001,,,,
8864367.56,13:30.0,596.55,596,0.550000001,,,,
8885837.28,13:51.4,21469.72,21470,-0.280000001,,,,
8886715.42,13:52.3,878.14,878,0.140000001,,,,
8886783.47,13:52.4,68.05,68,0.050000001,,,,
8887525.01,13:53.1,741.54,742,-0.460000001,,,,
8887588.02,13:53.2,63.01,63,0.01,,,,
8887656.08,13:53.3,68.06,68,0.060000001,,,,
8888192.93,13:53.8,536.85,537,-0.15,,,,
9296834.64,20:42.4,408641.71,408642,-0.289999999,,,,
9296902.42,20:42.5,67.78,68,-0.220000001,,,,
9427009.51,22:52.6,130107.09,130107,0.09,,,,
9427076.37,22:52.7,66.86,67,-0.140000001,,,,
9437642.92,23:03.2,10566.55,10566,0.550000001,,,,
9437709.79,23:03.3,66.87,67,-0.130000001,,,,
9437925.74,23:03.5,215.95,216,-0.049999999,,,,
9437992.61,23:03.6,66.87,67,-0.130000001,,,,
9441293.86,23:06.9,3301.25,3301,0.25,,,,
9442386.5,23:08.0,1092.64,1093,-0.359999999,,,,
9442454.55,23:08.1,68.05,68,0.050000001,,,,
9443169.25,23:08.8,714.7,715,-0.300000001,,,,
9443232.26,23:08.8,63.01,63,0.01,,,,
9443300.32,23:08.9,68.06,68,0.060000001,,,,
9466987.63,23:32.6,23687.31,23687,0.310000001,,,,
9467054.48,23:32.7,66.85,67,-0.15,,,,
9475670.11,23:41.3,8615.63,8616,-0.370000001,,,,
9478226.14,23:43.8,2556.03,2556,0.030000001,,,,
9478293.93,23:43.9,67.79,67,0.789999999,,,,
9493133.4,23:58.7,14839.47,14840,-0.529999999,,,,
9493200.26,23:58.8,66.86,67,-0.140000001,,,,
9700248.84,27:25.9,207048.58,207049,-0.42,,,,
9713071.49,27:38.7,12822.65,12822,0.65,,,,
9713139.28,27:38.7,67.79,68,-0.210000001,,,,
9725648.82,27:51.3,12509.54,12510,-0.459999999,,,,
9725716.59,27:51.3,67.77,67,0.77,,,,
9731912.69,27:57.5,6196.1,6196,0.1,,,,
9731980.48,27:57.6,67.79,68,-0.209999999,,,,
9855390.57,30:01.0,123410.09,123410,0.09,,,,
9858975.25,30:04.6,3584.68,3585,-0.32,,,,
9863622.48,30:09.2,4647.23,4647,0.23,,,,
9956829.22,31:42.4,93206.74,93207,-0.26,,,,
9956896.08,31:42.5,66.86,67,-0.140000001,,,,
9965874.11,31:51.5,8978.03,8978,0.029999999,,,,
9965940.96,31:51.5,66.85,67,-0.149999999,,,,
10003238.44,32:28.8,37297.48,37297,0.479999999,,,,
10054116.99,33:19.7,50878.55,50879,-0.449999999,,,,
10054183.85,33:19.8,66.86,67,-0.140000001,,,,
10055207.9,33:20.8,1024.05,1024,0.050000001,,,,
10055274.78,33:20.9,66.88,67,-0.120000001,,,,
10055347.78,33:21.0,73,73,0,,,,
10059340.54,33:24.9,3992.76,3993,-0.24,,,,
10059407.41,33:25.0,66.87,66,0.870000001,,,,
10249650.96,36:35.3,190243.55,190244,-0.449999999,,,,
10249717.83,36:35.3,66.87,67,-0.130000001,,,,
10250103.23,36:35.7,385.4,385,0.4,,,,
10250170.09,36:35.8,66.86,67,-0.140000001,,,,
10250268.02,36:35.9,97.93,98,-0.07,,,,
10250348.05,36:36.0,80.03,80,0.030000001,,,,
10250414.92,36:36.0,66.87,67,-0.130000001,,,,
10250488.74,36:36.1,73.82,74,-0.18,,,,
10250819.69,36:36.4,330.95,331,-0.050000001,,,,
10250886.55,36:36.5,66.86,67,-0.139999999,,,,
10251050.83,36:36.7,164.28,164,0.279999999,,,,
10251117.69,36:36.7,66.86,67,-0.140000001,,,,
10251278.8,36:36.9,161.11,161,0.110000001,,,,
10251345.66,36:36.9,66.86,67,-0.140000001,,,,
10251792.86,36:37.4,447.2,447,0.199999999,,,,
10251859.72,36:37.5,66.86,67,-0.139999999,,,,
10251930.99,36:37.5,71.27,71,0.27,,,,
10252200.74,36:37.8,269.75,270,-0.25,,,,
10252267.6,36:37.9,66.86,67,-0.140000001,,,,
10252598.57,36:38.2,330.97,331,-0.029999999,,,,
10252665.44,36:38.3,66.87,67,-0.130000001,,,,
10252981.99,36:38.6,316.55,316,0.550000001,,,,
10253048.85,36:38.7,66.86,67,-0.140000001,,,,
10253385.46,36:39.0,336.61,337,-0.389999999,,,,
10253452.32,36:39.1,66.86,67,-0.140000001,,,,
10253534.43,36:39.1,82.11,82,0.109999999,,,,
10253922.05,36:39.5,387.62,387,0.620000001,,,,
10253988.91,36:39.6,66.86,67,-0.140000001,,,,
10254331.78,36:39.9,342.87,343,-0.130000001,,,,
10254398.64,36:40.0,66.86,67,-0.139999999,,,,
10254752.37,36:40.4,353.73,354,-0.270000001,,,,
10254819.24,36:40.4,66.87,66,0.870000001,,,,
10256019.8,36:41.6,1200.56,1201,-0.439999999,,,,
10256086.66,36:41.7,66.86,67,-0.140000001,,,,
10256186.99,36:41.8,100.33,100,0.33,,,,
10525630.97,41:11.2,269443.98,269445,-1.02,,,,
10525697.82,41:11.3,66.85,66,0.85,,,,
13252604.57,26:38.2,2726906.75,2726910,-3.25,,,,
13252671.44,26:38.3,66.87,67,-0.130000001,,,,
14130439.97,41:16.0,877768.53,877769,-0.469999999,,,,
14130506.82,41:16.1,66.85,67,-0.15,,,,
14159846.42,41:45.5,29339.6,29340,-0.4,,,,
14161641.63,41:47.2,1795.21,1795,0.210000001,,,,
14164046.03,41:49.7,2404.4,2404,0.399999999,,,,
14232775.17,42:58.4,68729.14,68729,0.140000001,,,,
14233315.18,42:58.9,540.01,541,-0.99,,,,
14233383.23,42:59.0,68.05,68,0.050000001,,,,
14234111.81,42:59.7,728.58,728,0.58,,,,
14234174.82,42:59.8,63.01,63,0.01,,,,
14234242.88,42:59.9,68.06,68,0.060000001,,,,
14309589.45,44:15.2,75346.57,75347,-0.430000002,,,,
14336147.48,44:41.8,26558.03,26558,0.030000001,,,,
14336981.07,44:42.6,833.59,834,-0.41,,,,
14337049.13,44:42.7,68.06,68,0.060000001,,,,
14337827.22,44:43.4,778.09,778,0.09,,,,
14337890.24,44:43.5,63.02,63,0.02,,,,
14337958.29,44:43.6,68.05,68,0.049999999,,,,
14338793.47,44:44.4,835.18,835,0.180000002,,,,
14368206.56,45:13.8,29413.09,29413,0.09,,,,
14369235.81,45:14.8,1029.25,1029,0.25,,,,
14369303.86,45:14.9,68.05,68,0.049999999,,,,
14369987.01,45:15.6,683.15,683,0.15,,,,
14370050.02,45:15.7,63.01,63,0.01,,,,
14370118.08,45:15.7,68.06,69,-0.939999999,,,,
14370655.02,45:16.3,536.94,536,0.939999999,,,,
14411197.79,45:56.8,40542.77,40543,-0.23,,,,
14411942.54,45:57.6,744.75,745,-0.25,,,,
14412010.59,45:57.6,68.05,68,0.050000001,,,,
14412720.49,45:58.3,709.9,710,-0.1,,,,
14412783.5,45:58.4,63.01,63,0.01,,,,
14412851.56,45:58.5,68.06,68,0.060000001,,,,
14413328.76,45:58.9,477.2,477,0.199999999,,,,
14428136.81,46:13.7,14808.05,14808,0.050000001,,,,
14428747.6,46:14.4,610.79,611,-0.210000001,,,,
14428815.65,46:14.4,68.05,68,0.050000001,,,,
14429557.5,46:15.2,741.85,742,-0.15,,,,
14429620.51,46:15.2,63.01,63,0.01,,,,
14429688.57,46:15.3,68.06,68,0.060000001,,,,
14429987.09,46:15.6,298.52,299,-0.48,,,,
14550866.45,48:16.5,120879.36,120879,0.359999999,,,,
14550933.31,48:16.5,66.86,67,-0.139999999,,,,
14551009.73,48:16.6,76.42,76,0.42,,,,
14551644.37,48:17.3,634.64,635,-0.360000001,,,,
14551711.23,48:17.3,66.86,67,-0.139999999,,,,
14551877.95,48:17.5,166.72,167,-0.280000001,,,,
14551944.82,48:17.6,66.87,66,0.870000001,,,,
14552270.75,48:17.9,325.93,326,-0.07,,,,
14552337.62,48:17.9,66.87,67,-0.130000001,,,,
14552781.13,48:18.4,443.51,444,-0.489999998,,,,
14552848,48:18.5,66.87,67,-0.130000001,,,,
14554671.99,48:20.3,1823.99,1824,-0.01,,,,
14554738.85,48:20.3,66.86,67,-0.140000001,,,,
14556744.61,48:22.4,2005.76,2005,0.76,,,,
14556811.48,48:22.4,66.87,67,-0.129999999,,,,
14557555.56,48:23.2,744.08,744,0.08,,,,
14557622.43,48:23.2,66.87,67,-0.130000001,,,,
14558767.84,48:24.4,1145.41,1145,0.41,,,,
14558834.71,48:24.4,66.87,67,-0.129999999,,,,
14559453.06,48:25.1,618.35,619,-0.65,,,,
14559519.93,48:25.1,66.87,67,-0.130000001,,,,
14560873.4,48:26.5,1353.47,1353,0.470000001,,,,
14560940.27,48:26.5,66.87,67,-0.130000001,,,,
14561075.45,48:26.7,135.18,135,0.18,,,,
14562518.72,48:28.1,1443.27,1443,0.270000001,,,,
14562585.58,48:28.2,66.86,67,-0.140000001,,,,
14578946.81,48:44.6,16361.23,16361,0.23,,,,
14579013.67,48:44.6,66.86,67,-0.140000001,,,,
14580606.31,48:46.2,1592.64,1593,-0.359999999,,,,
14580673.17,48:46.3,66.86,67,-0.140000001,,,,
14584945.51,48:50.6,4272.34,4272,0.34,,,,
14585366.49,48:51.0,420.98,421,-0.02,,,,
14585434.55,48:51.0,68.06,68,0.060000001,,,,
14586097.98,48:51.7,663.43,664,-0.57,,,,
14586161,48:51.8,63.02,63,0.02,,,,
14586229.06,48:51.8,68.06,68,0.060000001,,,,
14586706.26,48:52.3,477.2,477,0.199999999,,,,
14702930.67,50:48.5,116224.41,116224,0.41,,,,
14703744.29,50:49.4,813.62,814,-0.380000001,,,,
14703812.34,50:49.4,68.05,68,0.050000001,,,,
14704524.18,50:50.1,711.84,712,-0.16,,,,
14704587.19,50:50.2,63.01,63,0.01,,,,
14704655.25,50:50.3,68.06,68,0.060000001,,,,
14705490.52,50:51.1,835.27,835,0.27,,,,
14707927.15,50:53.5,2436.63,2437,-0.369999999,,,,
14725255.2,51:10.9,17328.05,17328,0.049999999,,,,
14726047.33,51:11.7,792.13,792,0.130000001,,,,
14726115.38,51:11.7,68.05,68,0.050000001,,,,
14726878.78,51:12.5,763.4,764,-0.600000001,,,,
14726941.8,51:12.6,63.02,63,0.020000001,,,,
14727009.85,51:12.6,68.05,68,0.049999999,,,,
14727725.65,51:13.3,715.8,715,0.800000001,,,,
14746296.68,51:31.9,18571.03,18572,-0.970000001,,,,
14746752.4,51:32.4,455.72,455,0.720000001,,,,
14746820.46,51:32.4,68.06,68,0.060000001,,,,
14747478.65,51:33.1,658.19,658,0.189999999,,,,
14747650.18,51:33.3,171.53,172,-0.470000001,,,,
14936615,54:42.2,188964.82,188965,-0.18,,,,
14936681.87,54:42.3,66.87,67,-0.130000001,,,,
14936844.64,54:42.5,162.77,163,-0.229999999,,,,
14936911.5,54:42.5,66.86,67,-0.140000001,,,,
14937373.65,54:43.0,462.15,462,0.15,,,,
14937440.51,54:43.0,66.86,67,-0.140000001,,,,
14937935.7,54:43.5,495.19,495,0.189999999,,,,
14938002.55,54:43.6,66.85,67,-0.149999999,,,,
14938458.4,54:44.1,455.85,455,0.85,,,,
14938525.26,54:44.1,66.86,67,-0.140000001,,,,
14938611.58,54:44.2,86.32,87,-0.68,,,,
14938732.44,54:44.3,120.86,120,0.859999999,,,,
14938799.31,54:44.4,66.87,67,-0.129999999,,,,
14939676.89,54:45.3,877.58,878,-0.42,,,,
14939743.75,54:45.4,66.86,67,-0.140000001,,,,
14939829.4,54:45.4,85.65,85,0.65,,,,
14940779.85,54:46.4,950.45,951,-0.550000001,,,,
14940846.71,54:46.5,66.86,67,-0.139999999,,,,
14942213.02,54:47.8,1366.31,1366,0.309999999,,,,
14942279.88,54:47.9,66.86,67,-0.139999999,,,,
14942796.63,54:48.4,516.75,517,-0.25,,,,
14942863.5,54:48.5,66.87,67,-0.130000001,,,,
14942938.14,54:48.5,74.64,74,0.640000001,,,,
14943795.4,54:49.4,857.26,857,0.26,,,,
14943862.27,54:49.5,66.87,67,-0.130000001,,,,
14944964.41,54:50.6,1102.14,1102,0.140000001,,,,
14945031.28,54:50.6,66.87,67,-0.130000001,,,,
14945116.7,54:50.7,85.42,86,-0.58,,,,
14945273.84,54:50.9,157.14,157,0.140000001,,,,
14945340.71,54:50.9,66.87,67,-0.129999999,,,,
14946435.26,54:52.0,1094.55,1094,0.549999999,,,,
14946502.12,54:52.1,66.86,67,-0.140000001,,,,
14947958.09,54:53.6,1455.97,1456,-0.029999999,,,,
14948024.95,54:53.6,66.86,67,-0.140000001,,,,
14948116.26,54:53.7,91.31,91,0.310000001,,,,
14949276.7,54:54.9,1160.44,1161,-0.560000001,,,,
14949343.56,54:55.0,66.86,67,-0.139999999,,,,
14949492.91,54:55.1,149.35,149,0.35,,,,
14949559.77,54:55.2,66.86,67,-0.140000001,,,,
14952752.73,54:58.4,3192.96,3193,-0.039999999,,,,
14952819.58,54:58.4,66.85,67,-0.15,,,,
14952902.66,54:58.5,83.08,83,0.08,,,,
14953160.75,54:58.8,258.09,258,0.09,,,,
14953227.61,54:58.8,66.86,67,-0.140000001,,,,
14954032.78,54:59.6,805.17,805,0.17,,,,
14954099.65,54:59.7,66.87,67,-0.129999999,,,,
14954186.95,54:59.8,87.3,87,0.299999999,,,,
14955128.13,55:00.7,941.18,941,0.180000002,,,,
14955195,55:00.8,66.87,67,-0.130000001,,,,
14971993.66,55:17.6,16798.66,16799,-0.34,,,,
14972060.52,55:17.7,66.86,67,-0.140000001,,,,
14972147,55:17.8,86.48,86,0.48,,,,
14972644.14,55:18.3,497.14,497,0.140000001,,,,
14972711.01,55:18.3,66.87,67,-0.130000001,,,,
14973077.57,55:18.7,366.56,367,-0.439999999,,,,
14973144.42,55:18.8,66.85,67,-0.15,,,,
14973567.82,55:19.2,423.4,423,0.4,,,,
14973634.68,55:19.2,66.86,67,-0.140000001,,,,
14973859.64,55:19.5,224.96,225,-0.039999999,,,,
14973926.51,55:19.5,66.87,67,-0.130000001,,,,
14974802.14,55:20.4,875.63,875,0.630000001,,,,
14974869.01,55:20.5,66.87,67,-0.130000001,,,,
14996292.03,55:41.9,21423.02,21423,0.02,,,,
14996358.89,55:42.0,66.86,67,-0.139999999,,,,
14997676.72,55:43.3,1317.83,1318,-0.17,,,,
14997743.58,55:43.4,66.86,67,-0.140000001,,,,
14998092.84,55:43.7,349.26,349,0.26,,,,
14998159.71,55:43.8,66.87,67,-0.129999999,,,,
14998246.03,55:43.9,86.32,86,0.319999998,,,,
14999046.61,55:44.7,800.58,801,-0.42,,,,
14999113.48,55:44.7,66.87,67,-0.129999999,,,,
14999349.14,55:45.0,235.66,235,0.66,,,,
14999415.99,55:45.0,66.85,67,-0.15,,,,
14999511.56,55:45.1,95.57,96,-0.43,,,,
14999868.31,55:45.5,356.75,356,0.75,,,,
14999935.17,55:45.5,66.86,67,-0.140000001,,,,
15000013.14,55:45.6,77.97,78,-0.029999999,,,,
15030474.98,56:16.1,30461.84,30462,-0.16,,,,
15033917.42,56:19.5,3442.44,3443,-0.560000001,,,,
15043767.43,56:29.4,9850.01,9850,0.01,,,,
15043834.3,56:29.4,66.87,66,0.870000001,,,,
15688999.63,07:14.6,645165.33,645166,-0.67,,,,
15689066.49,07:14.7,66.86,67,-0.140000001,,,,
17214446.59,32:40.1,1525380.1,1525382,-1.9,,,,
17214513.46,32:40.1,66.87,67,-0.129999999,,,,
17217332.92,32:42.9,2819.46,2819,0.460000001,,,,
17230312.67,32:55.9,12979.75,12980,-0.25,,,,
17230380.46,32:56.0,67.79,68,-0.210000001,,,,
17233358.67,32:59.0,2978.21,2978,0.210000001,,,,
17242767.64,33:08.4,9408.97,9409,-0.030000001,,,,
17248933.97,33:14.5,6166.33,6166,0.329999998,,,,
17254334.83,33:19.9,5400.86,5401,-0.140000001,,,,
17412940.3,35:58.6,158605.47,158606,-0.529999997,,,,
17413346.87,35:59.0,406.57,407,-0.43,,,,
17413414.93,35:59.0,68.06,68,0.059999999,,,,
17414174.12,35:59.8,759.19,759,0.190000001,,,,
17414237.14,35:59.8,63.02,63,0.02,,,,
17414305.19,35:59.9,68.05,68,0.050000001,,,,
17414663.12,36:00.3,357.93,358,-0.07,,,,
17431084.3,36:16.7,16421.18,16421,0.18,,,,
17431605.99,36:17.2,521.69,522,-0.310000002,,,,
17431674.05,36:17.3,68.06,68,0.060000002,,,,
17432331.35,36:17.9,657.3,657,0.300000001,,,,
17432394.37,36:18.0,63.02,63,0.02,,,,
17432462.42,36:18.1,68.05,68,0.050000001,,,,
17432760.91,36:18.4,298.49,299,-0.510000002,,,,
17456949.57,36:42.6,24188.66,24188,0.66,,,,
17457701.45,36:43.3,751.88,752,-0.120000001,,,,
17457769.51,36:43.4,68.06,68,0.060000002,,,,
17458510.84,36:44.1,741.33,742,-0.670000002,,,,
17458573.86,36:44.2,63.02,63,0.02,,,,
17458641.91,36:44.3,68.05,68,0.050000001,,,,
17460853.47,36:46.5,2211.56,2211,0.559999999,,,,
17504055.97,37:29.7,43202.5,43203,-0.5,,,,
17504768.57,37:30.4,712.6,712,0.600000001,,,,
17504836.62,37:30.4,68.05,68,0.050000001,,,,
17505545.38,37:31.2,708.76,709,-0.240000002,,,,
17505608.4,37:31.2,63.02,63,0.02,,,,
17505676.45,37:31.3,68.05,68,0.050000001,,,,
17507049.19,37:32.7,1372.74,1373,-0.259999998,,,,
17561854.01,38:27.5,54804.82,54805,-0.18,,,,
17561921.79,38:27.5,67.78,68,-0.220000003,,,,
17585466.31,38:51.1,23544.52,23544,0.52,,,,
17585533.18,38:51.1,66.87,67,-0.129999999,,,,
17586056.17,38:51.7,522.99,523,-0.009999998,,,,
17586123.03,38:51.7,66.86,67,-0.140000001,,,,
17586688.27,38:52.3,565.24,565,0.239999998,,,,
17586755.13,38:52.4,66.86,67,-0.140000001,,,,
17587235.71,38:52.8,480.58,481,-0.419999998,,,,
17587302.57,38:52.9,66.86,66,0.859999999,,,,
17587684.9,38:53.3,382.33,383,-0.670000002,,,,
17587751.76,38:53.4,66.86,67,-0.139999997,,,,
17588349.91,38:54.0,598.15,598,0.149999999,,,,
17588416.77,38:54.0,66.86,67,-0.140000001,,,,
17589329.37,38:54.9,912.6,912,0.600000001,,,,
17589396.23,38:55.0,66.86,67,-0.140000001,,,,
17590101.1,38:55.7,704.87,705,-0.129999999,,,,
17590167.95,38:55.8,66.85,67,-0.150000002,,,,
17590936.49,38:56.5,768.54,768,0.539999999,,,,
17591003.35,38:56.6,66.86,67,-0.139999997,,,,
17592033.23,38:57.6,1029.88,1030,-0.120000001,,,,
17592100.09,38:57.7,66.86,67,-0.140000001,,,,
17592788.55,38:58.4,688.46,688,0.460000001,,,,
17592855.41,38:58.5,66.86,67,-0.140000001,,,,
17593556.58,38:59.2,701.17,701,0.169999998,,,,
17593623.44,38:59.2,66.86,67,-0.139999997,,,,
17594677.4,39:00.3,1053.96,1054,-0.040000003,,,,
17594744.26,39:00.4,66.86,67,-0.139999997,,,,
17594834.46,39:00.4,90.2,90,0.199999999,,,,
24241191.77,29:46.8,6646357.31,6646364,-6.690000001,,,,
24241983.94,29:47.6,792.17,793,-0.829999998,,,,
24242052,29:47.7,68.06,68,0.059999999,,,,
24242817.64,29:48.4,765.64,765,0.640000001,,,,
24242880.65,29:48.5,63.01,63,0.009999998,,,,
24242948.71,29:48.6,68.06,68,0.060000002,,,,
24243366.4,29:49.0,417.69,418,-0.310000002,,,,
24277938.4,30:23.6,34572,34572,0,,,,
24278732.89,30:24.4,794.49,795,-0.509999998,,,,
24278800.95,30:24.4,68.06,68,0.059999999,,,,
24279482.86,30:25.1,681.91,682,-0.09,,,,
24279545.87,30:25.2,63.01,63,0.010000002,,,,
24279613.93,30:25.2,68.06,68,0.059999999,,,,
24284465.84,30:30.1,4851.91,4852,-0.09,,,,
24310030.78,30:55.6,25564.94,25565,-0.059999999,,,,
24310766.55,30:56.4,735.77,735,0.77,,,,
24310834.6,30:56.5,68.05,68,0.050000001,,,,
24311624.64,30:57.2,790.04,790,0.039999999,,,,
24311687.66,30:57.3,63.02,63,0.02,,,,
24311755.72,30:57.4,68.06,69,-0.940000001,,,,
24312411.98,30:58.0,656.26,656,0.260000002,,,,
24393552.07,32:19.2,81140.09,81140,0.09,,,,
24394032.9,32:19.7,480.83,481,-0.170000002,,,,
24394100.95,32:19.7,68.05,68,0.050000001,,,,
24394714.55,32:20.3,613.6,613,0.600000001,,,,
24394777.57,32:20.4,63.02,63,0.02,,,,
24394845.62,32:20.5,68.05,68,0.050000001,,,,
24395203.71,32:20.8,358.09,359,-0.91,,,,
24411827.02,32:37.4,16623.31,16623,0.309999999,,,,
24412716.76,32:38.3,889.74,890,-0.259999998,,,,
24412784.81,32:38.4,68.05,68,0.049999997,,,,
24413576.88,32:39.2,792.07,792,0.07,,,,
24413639.9,32:39.3,63.02,63,0.02,,,,
24413707.96,32:39.3,68.06,68,0.060000002,,,,
24414125.7,32:39.7,417.74,418,-0.260000002,,,,
24431270.45,32:56.9,17144.75,17144,0.75,,,,
24431946.01,32:57.6,675.56,676,-0.439999998,,,,
24432014.06,32:57.6,68.05,68,0.049999997,,,,
24432684.44,32:58.3,670.38,670,0.380000003,,,,
24432747.46,32:58.4,63.02,63,0.02,,,,
24432815.51,32:58.4,68.05,68,0.050000001,,,,
24433949.31,32:59.6,1133.8,1134,-0.200000003,,,,
24447664.62,33:13.3,13715.31,13716,-0.689999998,,,,
24448153.93,33:13.8,489.31,489,0.309999999,,,,
24448221.99,33:13.8,68.06,68,0.059999999,,,,
24448947.09,33:14.6,725.1,725,0.100000001,,,,
24449010.1,33:14.6,63.01,63,0.010000002,,,,
24449078.16,33:14.7,68.06,68,0.059999999,,,,
24449436.24,33:15.1,358.08,358,0.079999998,,,,
24477008.43,33:42.6,27572.19,27572,0.190000001,,,,
24477862.03,33:43.5,853.6,854,-0.399999999,,,,
24477930.09,33:43.5,68.06,68,0.059999999,,,,
24478716.64,33:44.3,786.55,787,-0.449999999,,,,
24478779.66,33:44.4,63.02,63,0.02,,,,
24478847.71,33:44.5,68.05,68,0.050000001,,,,
24479921.41,33:45.5,1073.7,1073,0.699999999,,,,
24497312.55,34:02.9,17391.14,17392,-0.859999999,,,,
24497813.74,34:03.4,501.19,501,0.189999998,,,,
24497881.8,34:03.5,68.06,68,0.060000002,,,,
24498569.33,34:04.2,687.53,687,0.529999997,,,,
24498632.35,34:04.3,63.02,63,0.020000003,,,,
24498700.41,34:04.3,68.06,68,0.059999999,,,,
24498998.9,34:04.6,298.49,299,-0.510000002,,,,
24518159.42,34:23.8,19160.52,19160,0.520000003,,,,
24518789.9,34:24.4,630.48,631,-0.520000003,,,,
24518857.95,34:24.5,68.05,68,0.050000001,,,,
24519564.37,34:25.2,706.42,706,0.420000002,,,,
24519627.38,34:25.2,63.01,63,0.009999998,,,,
24519695.44,34:25.3,68.06,68,0.060000002,,,,
24520172.61,34:25.8,477.17,478,-0.830000002,,,,
24537023.76,34:42.6,16851.15,16851,0.150000002,,,,
24537762.52,34:43.4,738.76,739,-0.240000002,,,,
24537830.57,34:43.4,68.05,68,0.050000001,,,,
24538519.72,34:44.1,689.15,689,0.149999999,,,,
24538582.74,34:44.2,63.02,63,0.02,,,,
24538650.8,34:44.3,68.06,68,0.060000002,,,,
24538949.3,34:44.6,298.5,298,0.5,,,,
24561118.34,35:06.7,22169.04,22169,0.039999999,,,,
24561527.43,35:07.1,409.09,409,0.09,,,,
24561595.48,35:07.2,68.05,69,-0.949999999,,,,
24562328.55,35:07.9,733.07,733,0.07,,,,
24562391.57,35:08.0,63.02,63,0.02,,,,
24562459.62,35:08.1,68.05,68,0.050000001,,,,
24563056.12,35:08.7,596.5,596,0.5,,,,
24596155.67,35:41.8,33099.55,33100,-0.449999999,,,,
24596697.89,35:42.3,542.22,542,0.219999999,,,,
24596765.94,35:42.4,68.05,68,0.050000001,,,,
24597494.11,35:43.1,728.17,728,0.169999998,,,,
24597557.13,35:43.2,63.02,63,0.02,,,,
24597625.18,35:43.2,68.05,68,0.050000001,,,,
24602649.94,35:48.3,5024.76,5025,-0.239999998,,,,
24602716.8,35:48.3,66.86,67,-0.140000001,,,,
24602843.02,35:48.5,126.22,126,0.219999999,,,,
24604306.38,35:49.9,1463.36,1463,0.359999999,,,,
24604373.24,35:50.0,66.86,67,-0.140000001,,,,
24604450.31,35:50.1,77.07,77,0.07,,,,
24604706.21,35:50.3,255.9,256,-0.099999998,,,,
24604773.06,35:50.4,66.85,67,-0.150000002,,,,
24605094.05,35:50.7,320.99,321,-0.009999998,,,,
24605160.92,35:50.8,66.87,67,-0.129999999,,,,
24606051.67,35:51.7,890.75,891,-0.25,,,,
24606118.54,35:51.7,66.87,67,-0.130000003,,,,
24607609.8,35:53.2,1491.26,1491,0.260000002,,,,
24607676.65,35:53.3,66.85,67,-0.150000002,,,,
24608436.64,35:54.1,759.99,760,-0.009999998,,,,
24608503.51,35:54.1,66.87,67,-0.129999999,,,,
24611381.02,35:57.0,2877.51,2877,0.509999998,,,,
24611447.89,35:57.1,66.87,67,-0.129999999,,,,
24613335.14,35:59.0,1887.25,1887,0.25,,,,
24613402.01,35:59.0,66.87,67,-0.129999999,,,,
24613875.03,35:59.5,473.02,473,0.02,,,,
24613941.89,35:59.6,66.86,67,-0.140000001,,,,
24615309.44,36:00.9,1367.55,1368,-0.449999999,,,,
24615376.3,36:01.0,66.86,66,0.859999999,,,,
24632766.67,36:18.4,17390.37,17391,-0.629999999,,,,
24632834.45,36:18.5,67.78,68,-0.220000003,,,,
24633646.06,36:19.3,811.61,811,0.609999999,,,,
24633713.83,36:19.3,67.77,68,-0.23,,,,
24634138.7,36:19.8,424.87,425,-0.129999999,,,,
24634206.48,36:19.8,67.78,68,-0.219999999,,,,
24634522.89,36:20.1,316.41,316,0.41,,,,
24634590.67,36:20.2,67.78,68,-0.219999999,,,,
24634928.88,36:20.5,338.21,338,0.209999997,,,,
24634996.65,36:20.6,67.77,68,-0.23,,,,
24635590.07,36:21.2,593.42,593,0.420000002,,,,
24635657.85,36:21.3,67.78,68,-0.219999999,,,,
24635865.23,36:21.5,207.38,207,0.379999999,,,,
