millis,sync4_train_start,bnc_interval_ms,sync4_interval_ms,,,,,
51961757.55,11:47.4,63.02,63,0.019999996,,,,
51961825.61,11:47.5,68.06,68,0.060000002,,,,
51962302.91,11:47.9,477.3,477,0.299999997,,,,
51984077.47,12:09.7,21774.56,21775,-0.439999998,,,,
51985478.9,12:11.1,1401.43,1401,0.43,,,,
51985546.95,12:11.2,68.05,68,0.050000004,,,,
51986185.17,12:11.8,638.22,639,-0.780000001,,,,
51986248.19,12:11.9,63.02,63,0.019999996,,,,
51986316.25,12:12.0,68.06,68,0.060000002,,,,
51987509.87,12:13.2,1193.62,1193,0.619999997,,,,
52006950.38,12:32.6,19440.51,19441,-0.489999995,,,,
52007902.49,12:33.5,952.11,952,0.109999999,,,,
52007970.54,12:33.6,68.05,68,0.049999997,,,,
52008689.82,12:34.3,719.28,719,0.280000001,,,,
52008752.83,12:34.4,63.01,63,0.009999998,,,,
52008820.89,12:34.5,68.06,68,0.060000002,,,,
52010073.86,12:35.7,1252.97,1253,-0.030000001,,,,
52030096.14,12:55.7,20022.28,20023,-0.719999999,,,,
52030502.2,12:56.1,406.06,406,0.060000002,,,,
52030570.26,12:56.2,68.05999999,68,0.059999995,,,,
52031304.76,12:57.0,734.5,734,0.5,,,,
52031367.78,12:57.0,63.02,63,0.020000003,,,,
52031435.84,12:57.1,68.06,68,0.060000002,,,,
52032092.24,12:57.7,656.4,657,-0.600000001,,,,
52050335.67,13:16.0,18243.43,18243,0.43,,,,
52050744.42,13:16.4,408.75,409,-0.25,,,,
52050812.47,13:16.5,68.05,68,0.049999997,,,,
52051558.29,13:17.2,745.82,746,-0.18,,,,
52051621.31,13:17.3,63.02,63,0.020000003,,,,
52051689.36,13:17.3,68.05,68,0.049999997,,,,
52052166.72,13:17.8,477.36,477,0.359999999,,,,
52069689.34,13:35.3,17522.62,17523,-0.379999995,,,,
52070158.67,13:35.8,469.33,469,0.329999998,,,,
52070226.72,13:35.9,68.05,68,0.049999997,,,,
52070967.35,13:36.6,740.63,741,-0.369999997,,,,
52071030.36,13:36.7,63.01,63,0.009999998,,,,
52071098.42,13:36.7,68.06,68,0.060000002,,,,
52071515.95,13:37.2,417.53,417,0.530000001,,,,
52436729.65,19:42.4,365213.7,365215,-1.300000004,,,,
52436797.43,19:42.4,67.78,67,0.780000001,,,,
52437508.04,19:43.2,710.61,711,-0.390000001,,,,
52437575.81,19:43.2,67.77,68,-0.229999997,,,,
52438077.66,19:43.7,501.85,502,-0.150000006,,,,
52438145.44,19:43.8,67.78,67,0.780000001,,,,
52438650.35,19:44.3,504.91,505,-0.089999996,,,,
52438718.12,19:44.4,67.77,68,-0.230000004,,,,
52438817.85,19:44.5,99.73,100,-0.269999996,,,,
52439596.37,19:45.2,778.52,778,0.519999996,,,,
52439664.17,19:45.3,67.8,68,-0.199999996,,,,
52440034.28,19:45.7,370.11,370,0.109999999,,,,
52440102.07,19:45.7,67.79,68,-0.210000001,,,,
52440441.96,19:46.1,339.89,340,-0.109999999,,,,
52440509.74,19:46.2,67.78,68,-0.219999999,,,,
52440909.23,19:46.6,399.49,399,0.489999995,,,,
52440977.01,19:46.6,67.78,68,-0.219999999,,,,
52441335.36,19:47.0,358.35,358,0.350000001,,,,
52441403.14,19:47.1,67.78,68,-0.219999999,,,,
52441486.47,19:47.1,83.33,83,0.329999998,,,,
52441780.57,19:47.4,294.1,294,0.100000001,,,,
52441848.35,19:47.5,67.78,68,-0.219999999,,,,
52441944.67,19:47.6,96.32,97,-0.68,,,,
52442233.72,19:47.9,289.05,289,0.049999997,,,,
52442301.51,19:47.9,67.79,67,0.789999999,,,,
52442379.63,19:48.0,78.12,79,-0.879999995,,,,
52442524.24,19:48.2,144.61,144,0.609999999,,,,
52442592.02,19:48.2,67.78,68,-0.219999999,,,,
52442677.09,19:48.3,85.07,85,0.07,,,,
52466503.24,20:12.2,23826.15,23826,0.149999999,,,,
52468038.54,20:13.7,1535.3,1535,0.299999997,,,,
52468106.6,20:13.8,68.06,69,-0.939999998,,,,
52468811.78,20:14.5,705.18,705,0.18,,,,
52468874.79,20:14.5,63.01,63,0.009999998,,,,
52468942.85,20:14.6,68.06,68,0.060000002,,,,
52470077.19,20:15.7,1134.34,1134,0.339999996,,,,
52472797.6,20:18.4,2720.41,2721,-0.589999996,,,,
57648517.01,46:34.2,5175719.41,5175724,-4.590000004,,,,
57649323.03,46:35.0,806.02,806,0.020000003,,,,
57649391.08,46:35.0,68.05,68,0.049999997,,,,
57650174.59,46:35.8,783.51,784,-0.489999995,,,,
57650237.6,46:35.9,63.01,63,0.009999998,,,,
57650305.66,46:36.0,68.05999999,68,0.059999995,,,,
57650663.85,46:36.3,358.19,358,0.190000005,,,,
57666523.81,46:52.2,15859.96,15860,-0.039999999,,,,
57666990.98,46:52.6,467.17,467,0.169999994,,,,
57667059.03,46:52.7,68.05,68,0.050000004,,,,
57667620.26,46:53.3,561.23,562,-0.770000003,,,,
57667683.28,46:53.3,63.02,63,0.020000003,,,,
57667751.34,46:53.4,68.06,68,0.060000002,,,,
57668228.72,46:53.9,477.38,477,0.379999995,,,,
57699819.46,47:25.5,31590.74,31591,-0.259999998,,,,
57700228.98,47:25.9,409.52,409,0.519999996,,,,
57700297.03,47:25.9,68.05,68,0.050000004,,,,
57701069.19,47:26.7,772.16,772,0.159999996,,,,
57701132.21,47:26.8,63.02,64,-0.979999997,,,,
57701200.27,47:26.9,68.06,68,0.060000002,,,,
57701498.77,47:27.2,298.5,298,0.5,,,,
57717137.87,47:42.8,15639.1,15639,0.099999994,,,,
57717544.73,47:43.2,406.86,407,-0.140000001,,,,
57717612.79,47:43.3,68.06,68,0.060000002,,,,
57718314.51,47:44.0,701.72,702,-0.280000001,,,,
57718377.53,47:44.0,63.02,63,0.020000003,,,,
57718445.59,47:44.1,68.06,68,0.060000002,,,,
57718982.62,47:44.6,537.03,537,0.029999994,,,,
57733118.01,47:58.8,14135.39,14135,0.390000001,,,,
57733560.26,47:59.2,442.25,443,-0.75,,,,
57733628.32,47:59.3,68.06,68,0.060000002,,,,
57734483.79,48:00.1,855.47,855,0.469999999,,,,
57734546.81,48:00.2,63.02,63,0.020000003,,,,
57734614.86,48:00.3,68.05,68,0.049999997,,,,
57735092.17,48:00.7,477.31,477,0.310000002,,,,
57767552.28,48:33.2,32460.11,32461,-0.890000001,,,,
57767959.18,48:33.6,406.9,407,-0.100000001,,,,
57768027.23,48:33.7,68.05,68,0.049999997,,,,
57768724.35,48:34.4,697.12,697,0.120000005,,,,
57768787.37,48:34.4,63.02,63,0.019999996,,,,
57768855.43,48:34.5,68.06,68,0.060000002,,,,
57769272.95,48:34.9,417.52,417,0.520000003,,,,
57780754.68,48:46.4,11481.73,11482,-0.270000003,,,,
57781284.25,48:46.9,529.57,530,-0.43,,,,
57781352.3,48:47.0,68.05,68,0.049999997,,,,
57782065.56,48:47.7,713.26,713,0.260000005,,,,
57782128.57,48:47.8,63.01,63,0.009999998,,,,
57782196.63,48:47.8,68.06,68,0.060000002,,,,
57782673.91,48:48.3,477.28,477,0.279999994,,,,
57801420.98,49:07.1,18747.07,18747,0.07,,,,
57801913.08,49:07.6,492.1,492,0.100000001,,,,
57801981.14,49:07.6,68.06,69,-0.939999998,,,,
57802729.82,49:08.4,748.68,748,0.68,,,,
57802792.83,49:08.4,63.01,63,0.009999998,,,,
57802860.89,49:08.5,68.06,68,0.060000002,,,,
57803278.55,49:08.9,417.66,418,-0.340000004,,,,
57825034.75,49:30.7,21756.2,21756,0.200000003,,,,
57825561.29,49:31.2,526.54,527,-0.460000001,,,,
57825629.34,49:31.3,68.05,68,0.050000004,,,,
57826292.57,49:31.9,663.23,663,0.229999997,,,,
57826355.59,49:32.0,63.02,63,0.020000003,,,,
57826423.64,49:32.1,68.05,68,0.049999997,,,,
57826900.95,49:32.6,477.31,477,0.310000002,,,,
57844405.42,49:50.1,17504.47,17505,-0.530000001,,,,
57844949.9,49:50.6,544.48,544,0.479999997,,,,
57845017.95,49:50.7,68.05,68,0.050000004,,,,
57845667.39,49:51.3,649.44,650,-0.560000002,,,,
57845730.41,49:51.4,63.02,63,0.019999996,,,,
57845798.47,49:51.5,68.06,68,0.060000002,,,,
57846693.86,49:52.3,895.39,895,0.390000001,,,,
57866044.62,50:11.7,19350.76,19351,-0.240000002,,,,
57866953.48,50:12.6,908.86,909,-0.140000001,,,,
57867021.53,50:12.7,68.05,68,0.050000004,,,,
57867751.32,50:13.4,729.79,730,-0.210000001,,,,
57867814.33,50:13.5,63.01,63,0.009999998,,,,
57867882.39,50:13.5,68.06,68,0.060000002,,,,
57868419.55,50:14.1,537.16,537,0.159999996,,,,
57886763.26,50:32.4,18343.71,18344,-0.289999999,,,,
57887390.67,50:33.0,627.41,627,0.410000004,,,,
57887458.72,50:33.1,68.05,68,0.049999997,,,,
57888247.02,50:33.9,788.3,789,-0.699999996,,,,
57888310.03,50:34.0,63.01,63,0.009999998,,,,
57888378.09,50:34.0,68.06,68,0.060000002,,,,
57888915.38,50:34.6,537.29,537,0.289999999,,,,
57910190.27,50:55.8,21274.89,21275,-0.109999999,,,,
57910830.9,50:56.5,640.63,640,0.629999995,,,,
57910898.95,50:56.6,68.05,68,0.050000004,,,,
57911590.26,50:57.2,691.31,692,-0.690000005,,,,
57911653.27,50:57.3,63.01000001,63,0.010000005,,,,
57911721.33,50:57.4,68.05999999,68,0.059999995,,,,
57914173.25,50:59.8,2451.92,2452,-0.079999998,,,,
57938330.16,51:24.0,24156.91,24157,-0.090000004,,,,
57938866.19,51:24.5,536.03,536,0.030000001,,,,
57938934.25,51:24.6,68.06,68,0.060000002,,,,
57939596.97,51:25.3,662.72,663,-0.280000001,,,,
57939659.99,51:25.3,63.02,63,0.020000003,,,,
57939728.05,51:25.4,68.05999999,68,0.059999995,,,,
57940145.82,51:25.8,417.77,417,0.770000003,,,,
57957316.58,51:43.0,17170.76,17171,-0.240000002,,,,
57958079.34,51:43.7,762.76,763,-0.239999995,,,,
57958147.4,51:43.8,68.05999999,68,0.059999995,,,,
57958905.16,51:44.6,757.76,758,-0.240000002,,,,
57958968.18,51:44.6,63.02,63,0.020000003,,,,
57959036.24,51:44.7,68.06,68,0.060000002,,,,
57959692.75,51:45.3,656.51,656,0.509999998,,,,
57976742.17,52:02.4,17049.42,17050,-0.579999998,,,,
57977225.21,52:02.9,483.04,483,0.039999999,,,,
57977293.26,52:02.9,68.05,68,0.049999997,,,,
57978026.63,52:03.7,733.37,733,0.370000005,,,,
57978089.65,52:03.7,63.02,63,0.019999996,,,,
57978157.7,52:03.8,68.05,68,0.050000004,,,,
57978635.16,52:04.3,477.46,478,-0.540000007,,,,
58001684.51,52:27.3,23049.35,23049,0.350000001,,,,
58002560.48,52:28.2,875.97,876,-0.030000001,,,,
58002628.53,52:28.3,68.05,68,0.050000004,,,,
58003310.04,52:29.0,681.51,682,-0.490000002,,,,
58003373.06,52:29.0,63.02,63,0.020000003,,,,
58003441.12,52:29.1,68.05999999,68,0.059999995,,,,
58004217.13,52:29.9,776.01,776,0.010000005,,,,
58035802.63,53:01.5,31585.5,31585,0.5,,,,
58035869.5,53:01.5,66.87,67,-0.130000003,,,,
58035954.07,53:01.6,84.57,85,-0.43,,,,
58037481.89,53:03.1,1527.82,1528,-0.18,,,,
58037548.74,53:03.2,66.85,66,0.850000001,,,,
58037863.95,53:03.5,315.21,316,-0.789999999,,,,
58037930.81,53:03.6,66.86,66,0.859999999,,,,
58038397.46,53:04.1,466.65,467,-0.350000001,,,,
58038464.31,53:04.1,66.85,67,-0.149999999,,,,
58038666.71,53:04.3,202.4,202,0.399999999,,,,
58038733.57,53:04.4,66.86,67,-0.140000001,,,,
58038809.93,53:04.5,76.36,77,-0.640000001,,,,
58039179.08,53:04.8,369.15,369,0.149999999,,,,
58039245.94,53:04.9,66.86,67,-0.140000001,,,,
58039717.08,53:05.4,471.14,471,0.140000001,,,,
58039783.94,53:05.4,66.86,67,-0.140000001,,,,
58040117.51,53:05.8,333.57,333,0.57,,,,
58040184.37,53:05.8,66.86,67,-0.140000001,,,,
58040260.7,53:05.9,76.33000001,76,0.330000006,,,,
58040529.12,53:06.2,268.42,269,-0.580000006,,,,
58040595.98,53:06.2,66.86,67,-0.140000001,,,,
58040675.86,53:06.3,79.88,80,-0.119999997,,,,
58040949.41,53:06.6,273.55,273,0.549999997,,,,
58041016.27,53:06.7,66.86000001,67,-0.139999993,,,,
58041095.98,53:06.7,79.70999999,80,-0.290000007,,,,
58041238.4,53:06.9,142.42,142,0.420000002,,,,
58041305.26,53:07.0,66.86,67,-0.140000001,,,,
58041382.37,53:07.0,77.11,77,0.109999999,,,,
58041649.06,53:07.3,266.69,267,-0.309999995,,,,
58041715.92,53:07.4,66.86,67,-0.140000001,,,,
58042040.32,53:07.7,324.4,324,0.399999999,,,,
58042107.17,53:07.8,66.85,67,-0.149999999,,,,
58042311.97,53:08.0,204.8,205,-0.200000003,,,,
58042378.82,53:08.0,66.85,66,0.850000001,,,,
58042586.27,53:08.2,207.45,208,-0.549999997,,,,
58042653.14,53:08.3,66.87,67,-0.130000003,,,,
58042872.01,53:08.5,218.87,219,-0.130000003,,,,
58042938.87,53:08.6,66.86,67,-0.140000001,,,,
58043136.47,53:08.8,197.6,197,0.600000001,,,,
58043203.34,53:08.9,66.87,67,-0.129999995,,,,
58043415.07,53:09.1,211.73,212,-0.270000003,,,,
58043481.94,53:09.1,66.87,67,-0.130000003,,,,
58043705.6,53:09.4,223.66,223,0.660000004,,,,
58043772.46,53:09.4,66.86,67,-0.140000001,,,,
58043971.54,53:09.6,199.08,199,0.079999998,,,,
58044038.4,53:09.7,66.86,67,-0.140000001,,,,
58044122.26,53:09.8,83.86,84,-0.140000001,,,,
58044249.6,53:09.9,127.34,127,0.340000004,,,,
58044316.46,53:10.0,66.86,67,-0.140000001,,,,
58044529.37,53:10.2,212.91,213,-0.090000004,,,,
58044596.23,53:10.2,66.86,67,-0.140000001,,,,
58044957.52,53:10.6,361.29,361,0.290000007,,,,
58045024.37,53:10.7,66.84999999,67,-0.150000006,,,,
58046871.68,53:12.5,1847.31,1847,0.310000002,,,,
58046938.54,53:12.6,66.86,67,-0.140000001,,,,
58047146.52,53:12.8,207.98,208,-0.019999996,,,,
58047213.38,53:12.9,66.86,67,-0.140000001,,,,
58047287.15,53:12.9,73.77,74,-0.230000004,,,,
58047413.14,53:13.1,125.99,126,-0.009999998,,,,
58047480,53:13.1,66.86,67,-0.140000001,,,,
58047564.68,53:13.2,84.68,84,0.68,,,,
58049265.99,53:14.9,1701.31,1702,-0.689999998,,,,
58049332.86,53:15.0,66.87,67,-0.130000003,,,,
58050280.72,53:15.9,947.86,947,0.859999999,,,,
58050347.58,53:16.0,66.86,67,-0.140000001,,,,
58056482.67,53:22.1,6135.09,6135,0.090000004,,,,
58056549.54,53:22.2,66.87,67,-0.130000003,,,,
58056713.29,53:22.4,163.75,164,-0.25,,,,
58056780.15,53:22.4,66.86,67,-0.140000001,,,,
58057113.18,53:22.8,333.03,333,0.030000001,,,,
58057180.04,53:22.8,66.86,67,-0.140000001,,,,
58057256.35,53:22.9,76.31,76,0.310000002,,,,
58057413.48,53:23.1,157.13,157,0.129999995,,,,
58057480.35,53:23.1,66.87,67,-0.129999995,,,,
58057562.53,53:23.2,82.18,82,0.18,,,,
58057817.4,53:23.5,254.87,255,-0.130000003,,,,
58057884.26,53:23.5,66.86,67,-0.140000001,,,,
58058471.54,53:24.1,587.28,587,0.280000001,,,,
58058538.4,53:24.2,66.86,67,-0.140000001,,,,
58058625.62,53:24.3,87.22,87,0.219999999,,,,
58070113.71,53:35.8,11488.09,11488,0.090000004,,,,
58070181.49,53:35.8,67.78,68,-0.219999999,,,,
58070746.8,53:36.4,565.31,565,0.309999995,,,,
58070814.58,53:36.5,67.78,68,-0.219999999,,,,
58071138.33,53:36.8,323.75,324,-0.25,,,,
58071206.11,53:36.9,67.78,68,-0.219999999,,,,
58071554.34,53:37.2,348.23,348,0.230000004,,,,
58071622.13,53:37.3,67.79,68,-0.210000001,,,,
58071837.05,53:37.5,214.92,215,-0.080000006,,,,
58071904.83,53:37.6,67.78,68,-0.219999999,,,,
58072543.37,53:38.2,638.54,638,0.539999999,,,,
58072611.16,53:38.3,67.79,68,-0.210000001,,,,
58072695.98,53:38.3,84.82,85,-0.18,,,,
58369592.68,58:35.2,296896.7,296897,-0.299999997,,,,
58369659.54,58:35.3,66.86,67,-0.140000001,,,,
58369841.82,58:35.5,182.28,182,0.280000001,,,,
58369908.67,58:35.6,66.85,67,-0.149999999,,,,
58417605.44,59:23.3,47696.77,47696,0.769999996,,,,
58417673.22,59:23.3,67.78,68,-0.219999999,,,,
58417837.43,59:23.5,164.21,164,0.210000001,,,,
58417905.21,59:23.6,67.78,68,-0.219999999,,,,
58418174.56,59:23.8,269.35,270,-0.649999999,,,,
58418242.35,59:23.9,67.79,67,0.789999999,,,,
58418403.32,59:24.1,160.97,161,-0.030000001,,,,
58418471.11,59:24.1,67.79,68,-0.210000001,,,,
58418732.02,59:24.4,260.91,261,-0.089999996,,,,
58418799.8,59:24.5,67.77999999,68,-0.220000006,,,,
58418981.07,59:24.6,181.27,181,0.270000003,,,,
58419048.85,59:24.7,67.78,68,-0.219999999,,,,
58419223.33,59:24.9,174.48,174,0.479999997,,,,
58419291.11,59:24.9,67.78,68,-0.219999999,,,,
58419495.53,59:25.1,204.42,205,-0.579999998,,,,
58419563.32,59:25.2,67.79,67,0.789999999,,,,
58419644.8,59:25.3,81.48,82,-0.520000003,,,,
58420627.27,59:26.3,982.47,982,0.470000006,,,,
58420695.05,59:26.3,67.77999999,68,-0.220000006,,,,
58421327.16,59:27.0,632.11,632,0.109999999,,,,
58421394.94,59:27.0,67.78,68,-0.219999999,,,,
58457709.3,00:03.4,36314.36,36314,0.359999999,,,,
58457777.09,00:03.4,67.79000001,68,-0.209999993,,,,
58491234.67,00:36.9,33457.58,33458,-0.420000002,,,,
58491301.53,00:37.0,66.86,67,-0.140000001,,,,
58491621.29,00:37.3,319.76,319,0.759999998,,,,
58491688.15,00:37.3,66.86,67,-0.140000001,,,,
58492551.01,00:38.2,862.86,863,-0.140000001,,,,
58492617.88,00:38.3,66.87,67,-0.129999995,,,,
58492696.73,00:38.4,78.84999999,79,-0.150000006,,,,
58493093.82,00:38.7,397.09,397,0.090000004,,,,
58493160.68,00:38.8,66.86,67,-0.140000001,,,,
58493355.13,00:39.0,194.45,194,0.450000003,,,,
58493421.99,00:39.1,66.86,67,-0.140000001,,,,
58493505.72,00:39.2,83.73,84,-0.270000003,,,,
58512640.89,00:58.3,19135.17,19135,0.170000002,,,,
58512707.76,00:58.4,66.87,67,-0.130000003,,,,
58512920.64,00:58.6,212.88,213,-0.119999997,,,,
58512987.5,00:58.6,66.86,67,-0.140000001,,,,
58513076.53,00:58.7,89.03,89,0.030000001,,,,
58555947.75,01:41.6,42871.22,42871,0.219999999,,,,
58556015.53,01:41.7,67.78,68,-0.219999999,,,,
58562262.29,01:47.9,6246.76,6246,0.759999998,,,,
58562330.07,01:48.0,67.78,68,-0.219999999,,,,
58592877.64,02:18.5,30547.57,30548,-0.43,,,,
58592944.5,02:18.6,66.86,67,-0.140000001,,,,
58593107.97,02:18.8,163.47,163,0.469999999,,,,
58593174.84,02:18.8,66.87,67,-0.129999995,,,,
58593490.13,02:19.1,315.29,315,0.289999999,,,,
58593556.99,02:19.2,66.86,67,-0.140000001,,,,
58593849.01,02:19.5,292.02,292,0.019999996,,,,
58593915.87,02:19.6,66.86,67,-0.140000001,,,,
58594223.42,02:19.9,307.55,308,-0.449999996,,,,
58594290.28,02:19.9,66.86,66,0.859999999,,,,
58594654.88,02:20.3,364.6,365,-0.399999999,,,,
58594721.73,02:20.4,66.84999999,67,-0.150000006,,,,
58595231.5,02:20.9,509.77,510,-0.229999997,,,,
58595298.35,02:21.0,66.85,67,-0.149999999,,,,
58643717.11,03:09.4,48418.76,48418,0.759999998,,,,
58644205.49,03:09.9,488.38,489,-0.619999997,,,,
58644273.54,03:09.9,68.05,68,0.049999997,,,,
58644995.9,03:10.6,722.36,722,0.359999999,,,,
58645058.91,03:10.7,63.01,63,0.009999998,,,,
58645126.97,03:10.8,68.06,68,0.060000002,,,,
58651839.47,03:17.5,6712.5,6713,-0.5,,,,
58670124.46,03:35.8,18284.99,18285,-0.009999998,,,,
58688002.7,03:53.7,17878.24,17878,0.240000002,,,,
58688574.71,03:54.2,572.01,572,0.009999998,,,,
58688642.76,03:54.3,68.05,68,0.049999997,,,,
58689436.28,03:55.1,793.52,794,-0.479999997,,,,
58689499.3,03:55.2,63.02,63,0.019999996,,,,
58689567.35,03:55.2,68.05,68,0.050000004,,,,
58690044.79,03:55.7,477.44,477,0.439999998,,,,
58706625.62,04:12.3,16580.83,16581,-0.170000002,,,,
58707050.81,04:12.7,425.19,425,0.190000005,,,,
58707118.86,04:12.8,68.05,68,0.049999997,,,,
58707815.47,04:13.5,696.61,697,-0.390000001,,,,
58707878.49,04:13.5,63.02,63,0.020000003,,,,
58707946.54,04:13.6,68.05,68,0.049999997,,,,
58708782.19,04:14.4,835.65,836,-0.350000001,,,,
58724271.36,04:29.9,15489.17,15489,0.170000002,,,,
58724678.68,04:30.3,407.32,407,0.32,,,,
58724746.73,04:30.4,68.05,68,0.049999997,,,,
58725471.62,04:31.1,724.89,725,-0.109999999,,,,
58725534.64,04:31.2,63.02,63,0.020000003,,,,
58725602.7,04:31.3,68.06,68,0.060000002,,,,
58726020.37,04:31.7,417.67,418,-0.330000006,,,,
58745741.17,04:51.4,19720.8,19721,-0.199999996,,,,
58746220.39,04:51.9,479.22,479,0.219999999,,,,
58746288.44,04:51.9,68.05,68,0.049999997,,,,
58746940.03,04:52.6,651.59,651,0.590000004,,,,
58747003.05,04:52.7,63.02,63,0.019999996,,,,
58747071.11,04:52.7,68.06,68,0.060000002,,,,
58747369.62,04:53.0,298.51,299,-0.490000002,,,,
58784392.22,05:30.0,37022.6,37023,-0.399999999,,,,
58784459.08,05:30.1,66.86,66,0.859999999,,,,
58784627.77,05:30.3,168.69,169,-0.309999995,,,,
58784694.63,05:30.3,66.86,67,-0.140000001,,,,
58784841.44,05:30.5,146.81,147,-0.190000005,,,,
58784908.3,05:30.6,66.86,67,-0.140000001,,,,
58785231.22,05:30.9,322.92,323,-0.079999998,,,,
58785298.09,05:31.0,66.87,66,0.870000005,,,,
58785380.58,05:31.0,82.48999999,83,-0.510000005,,,,
58785747.28,05:31.4,366.7,367,-0.299999997,,,,
58785814.13,05:31.5,66.85,67,-0.149999999,,,,
58786137.18,05:31.8,323.05,323,0.049999997,,,,
58786204.04,05:31.9,66.86,66,0.859999999,,,,
58786287.42,05:31.9,83.38,84,-0.619999997,,,,
58786527.53,05:32.2,240.11,240,0.109999999,,,,
58786594.4,05:32.2,66.87,67,-0.130000003,,,,
58787419.45,05:33.1,825.05,825,0.050000004,,,,
58787486.31,05:33.1,66.86,67,-0.140000001,,,,
58787703.87,05:33.4,217.56,217,0.559999995,,,,
58787770.73,05:33.4,66.86,67,-0.140000001,,,,
58788092.44,05:33.7,321.71,322,-0.289999999,,,,
58788159.3,05:33.8,66.86,67,-0.140000001,,,,
58788517.27,05:34.2,357.97,358,-0.029999994,,,,
58788584.12,05:34.2,66.84999999,67,-0.150000006,,,,
58788663.17,05:34.3,79.05,79,0.050000004,,,,
58788914.18,05:34.6,251.01,251,0.009999998,,,,
58788981.03,05:34.6,66.85,66,0.850000001,,,,
58789305.78,05:35.0,324.75,325,-0.25,,,,
58789372.65,05:35.0,66.87,67,-0.130000003,,,,
58789591.96,05:35.2,219.31,219,0.310000002,,,,
58789658.83,05:35.3,66.87,67,-0.130000003,,,,
58789993.06,05:35.6,334.23,334,0.230000004,,,,
58790059.92,05:35.7,66.86,67,-0.140000001,,,,
58790276.4,05:35.9,216.48,217,-0.520000003,,,,
58790343.26,05:36.0,66.86,67,-0.140000001,,,,
58790702.02,05:36.4,358.76,358,0.760000005,,,,
58790768.88,05:36.4,66.86,67,-0.140000001,,,,
58797955.59,05:43.6,7186.71,7187,-0.289999999,,,,
58799191.41,05:44.8,1235.82,1236,-0.180000007,,,,
58799259.46,05:44.9,68.05,68,0.050000004,,,,
58799966.89,05:45.6,707.43,707,0.43,,,,
58800029.91,05:45.7,63.02,63,0.019999996,,,,
58800097.97,05:45.8,68.06,68,0.060000002,,,,
58832043.9,06:17.7,31945.93,31946,-0.07,,,,
58832110.76,06:17.8,66.86,67,-0.140000001,,,,
58834215.28,06:19.9,2104.52,2105,-0.479999997,,,,
58834282.14,06:19.9,66.86,67,-0.140000001,,,,
58907881.59,07:33.5,73599.45,73599,0.450000003,,,,
58907948.45,07:33.6,66.86,67,-0.140000001,,,,
58908103.01,07:33.8,154.56,155,-0.440000005,,,,
58908169.86,07:33.8,66.85,66,0.850000001,,,,
58908285.99,07:33.9,116.13,117,-0.869999997,,,,
58908528.72,07:34.2,242.73,242,0.729999997,,,,
58908595.57,07:34.2,66.85,67,-0.149999999,,,,
58908774.99,07:34.4,179.42,180,-0.579999998,,,,
58908841.84,07:34.5,66.85,66,0.850000001,,,,
58909029.52,07:34.7,187.68,188,-0.32,,,,
58909096.38,07:34.8,66.86,67,-0.140000001,,,,
58909407.97,07:35.1,311.59,312,-0.410000004,,,,
58909474.84,07:35.1,66.87,66,0.870000005,,,,
58910524.93,07:36.2,1050.09,1050,0.089999996,,,,
58910591.79,07:36.2,66.86,67,-0.140000001,,,,
58913552.64,07:39.2,2960.85,2961,-0.149999999,,,,
58913619.51,07:39.3,66.87,67,-0.130000003,,,,
58934953.59,08:00.6,21334.08,21334,0.080000006,,,,
58961275.26,08:26.9,26321.67,26322,-0.330000006,,,,
58962701.73,08:28.4,1426.47,1426,0.469999999,,,,
58965334.9,08:31.0,2633.17,2633,0.170000002,,,,
58965402.68,08:31.1,67.78,68,-0.219999999,,,,
58965699.25,08:31.4,296.57,297,-0.43,,,,
58965767.04,08:31.4,67.79,68,-0.210000001,,,,
58966092.08,08:31.7,325.04,325,0.039999999,,,,
58966159.86,08:31.8,67.78,67,0.780000001,,,,
58966324.46,08:32.0,164.6,165,-0.399999999,,,,
58966392.24,08:32.0,67.78,68,-0.219999999,,,,
58966590.2,08:32.2,197.96,198,-0.039999999,,,,
58966657.98,08:32.3,67.77999999,68,-0.220000006,,,,
58966845.57,08:32.5,187.59,187,0.590000004,,,,
58966913.36,08:32.6,67.79,68,-0.210000001,,,,
58967105.01,08:32.8,191.65,192,-0.350000001,,,,
58967172.79,08:32.8,67.78,67,0.780000001,,,,
58967244.17,08:32.9,71.38,72,-0.619999997,,,,
58967342.76,08:33.0,98.59,98,0.589999996,,,,
58967410.54,08:33.1,67.78,68,-0.219999999,,,,
58967502.75,08:33.2,92.21,92,0.210000001,,,,
58967613.59,08:33.3,110.84,111,-0.159999996,,,,
58967681.37,08:33.3,67.77999999,68,-0.220000006,,,,
58967869.74,08:33.5,188.37,188,0.370000005,,,,
58967937.52,08:33.6,67.78,68,-0.219999999,,,,
58968394.01,08:34.0,456.49,457,-0.510000005,,,,
58968461.78,08:34.1,67.77,67,0.770000003,,,,
58968652.08,08:34.3,190.3,191,-0.700000003,,,,
58968719.86,08:34.4,67.78,67,0.780000001,,,,
58968935.74,08:34.6,215.88,216,-0.119999997,,,,
58969003.52,08:34.7,67.78,68,-0.219999999,,,,
58969074.89,08:34.7,71.37,71,0.369999997,,,,
58969212.1,08:34.9,137.21,138,-0.789999999,,,,
58969279.88,08:34.9,67.78,67,0.780000001,,,,
58969501.52,08:35.2,221.64,222,-0.359999999,,,,
58969569.3,08:35.2,67.77999999,68,-0.220000006,,,,
58969804.59,08:35.5,235.29,235,0.290000007,,,,
